Id,estVol
ID000BJKHK3,0.172913
ID000BSFS52,0.48769700000000005
ID000BPCZ00,0.313396
ID000BPFND0,0.207425
ID000BPFPY2,0.290482
ID000BLV7B8,0.228838
ID000BLW594,0.142596
ID000BLTBN9,0.173298
ID000FBNFK7,0.176121
ID000BLV8N3,0.17694400000000002
ID000BCZ2C4,0.21508000000000002
ID000BHK1Y7,0.494845
ID000BF6RX1,0.24402
ID000BLYFY2,0.145829
ID000BLYM22,0.14608800000000002
ID000BCRPL2,0.679519
ID000BZYSP3,0.41593500000000005
ID000BPJ2H8,0.311066
ID000BR5SD6,0.103147
ID000BPGLM3,0.404481
ID000BMKZX2,0.26211999999999996
ID000BPGMM1,0.202155
ID000BPKGL0,0.28754
ID000BQJHC8,0.201923
ID000BPKN35,0.550016
ID000MPYV49,0.356589
ID000BQY2W2,0.532884
ID000BF7BG4,0.196706
ID000BPNDM3,0.254882
ID000BSFTZ7,0.20763
ID000BVGYM2,0.262915
ID000BDX6J8,0.173407
ID000BPR7Q8,0.335737
ID000HVJ760,0.33095
ID000HW8L05,0.380378
ID000BPT4H3,0.218875
ID000BWGXP9,0.25571900000000003
ID000BPTVD7,0.30849
ID000BPV0D2,0.358082
ID000BP7FJ0,0.591658
ID000BD0GW7,0.419809
ID000BTV7R4,0.26708899999999997
ID000BQ03P5,0.20098
ID000BF7DQ9,0.170665
ID000BPY717,0.152784
ID000BPYC43,0.187554
ID000BW61B5,0.22594699999999998
ID000BPZT45,0.361752
ID000BQ40H6,0.588333
ID000BQ1MK7,0.298327
ID000BM9P49,0.30594
ID000BSCY61,0.15928499999999998
ID000BQ5F19,0.183252
ID000BQ5NZ5,0.26982
ID000F8TYC6,0.114746
ID000BQ8WK8,0.328202
ID000BQG0G4,0.46857600000000005
ID000BQG341,0.29809
ID000BQHFT6,0.282264
ID000BQ5V87,0.297294
ID000BQK6R4,0.338213
ID000BQL6N7,0.163975
ID000BQLJ13,0.22820500000000002
ID000BGYTM6,0.230419
ID000BQNMV1,0.311703
ID000BZVLQ0,0.245364
ID000BQV228,0.337237
ID000BW3FN4,0.261101
ID000BNG1W1,0.200624
ID000BQ1KT2,0.439425
ID000BX25G3,0.193977
ID000BMWHC2,0.15466300000000002
ID000BVCGL6,0.350451
ID000BQY0Y4,0.543044
ID000BZS4M6,0.372196
ID000BP3T31,0.252423
ID000BMC6J1,0.257302
ID000DHBNB2,0.43982899999999997
ID000J93ZS8,0.179168
ID000BXBZ04,0.224717
ID000BMDJJ2,0.245964
ID000BTV3D8,0.256828
ID000BP5D16,0.222706
ID000NPGF16,0.245299
ID000BQNFK8,0.222252
ID000BQNK27,0.193442
ID000JLF2T0,0.294124
ID000J3XHF2,0.356099
ID000BQXQP8,0.166279
ID000BM1B48,0.21823499999999998
ID000BQ0614,0.258444
ID000BQ11S5,0.2194
ID000L8FL14,0.182726
ID000DNBJ00,0.254898
ID000BR1VQ9,0.293217
ID000BPRXZ1,0.164027
ID000BQLL54,0.48393800000000003
ID000BQYSH2,0.196812
ID000BQSCL9,0.607363
ID000BJBJM7,0.188185
ID000C7VJ77,0.408352
ID000FX2H28,0.37464000000000003
ID000D1FGT9,0.275949
ID000BGM0C3,0.169691
ID000BWBGG1,0.640806
ID000BSNX70,0.143293
ID000BKC8J1,0.33621
ID000CHWG16,0.238128
ID000BKPC35,0.21894
ID000BLL8D5,0.204585
ID000F9NFR5,0.229123
ID000JMHK52,0.318405
ID000BX7042,0.20468699999999998
ID000PRFTN7,0.5286489999999999
ID000QMPFL8,0.1354
ID000MR2J29,0.355018
ID000PMSH41,0.488684
ID000PNX406,0.496882
ID000DWLKC3,0.205682
ID000P55GV5,0.42031999999999997
ID000QB3226,0.411175
ID000QGTY45,0.260651
ID000R59CS2,0.575599
ID000QHN2C0,0.533539
ID000QNSBV1,0.166748
ID000RFTCM4,0.37597600000000003
ID000P1VRN0,0.4603
ID000RGKR48,0.473232
ID000P7N420,0.259828
ID000QV72S0,0.203078
ID000RWJ5Z9,0.385079
ID000RMQSC8,0.513678
ID000TGG2L7,0.450524
ID000R4N7Q2,0.45219
ID000PC7MP2,0.6676479999999999
ID000R4N5C1,0.45183199999999996
ID000G1ML17,0.383673
ID000BSDK06,0.193556
ID000QTWZ31,0.15774000000000002
ID000VGFVT3,0.20841300000000001
ID000P6Z937,0.273679
ID000KSQJR6,0.420555
ID000PRCV46,0.381425
ID000PDCRL7,0.169355
ID005QN2603,0.298136
ID000BTBVC9,0.148151
ID006WX4H97,0.279122
ID0015CRSX8,0.151408
ID000BZZXV4,0.171378
ID000FHZBB0,0.129912
ID000BQB1D0,0.18984
ID000G1Q5K7,0.209544
ID000G1VQF1,0.17363900000000002
ID000BTGT20,0.196201
ID000BVDZV2,0.205537
ID000BNP1C3,0.169042
ID000BG9F71,0.16406600000000002
ID000C3VY28,0.16902899999999998
ID000BVTTJ3,0.20785599999999999
ID000BVTVP1,0.331588
IDZQ000WYN7,0.143903
ID000GM9C07,0.13806400000000002
ID000BRP3G6,0.086565
IDZQ000S1F3,0.353079
IDZQ000S2R8,0.395356
ID000BFW7B0,0.16164800000000001
ID000BS64Z2,0.143842
ID000BQ5YP2,0.345075
ID000BQ23X4,0.188976
ID000BPXM24,0.216085
ID000BWT8S7,0.215496
ID000BRP722,0.21814899999999998
ID000BS1P17,0.168101
ID000BQNNL0,0.199293
ID000BQJ8Y4,0.212128
ID000BR6N64,0.451136
ID000BR6PL2,0.24084
ID000BTHT38,0.174757
ID000GFPVK0,0.24350700000000003
ID000BRP8D8,0.21048000000000003
ID000PPDZP7,0.26124
ID000PPDXX3,0.20840300000000003
ID000K21WZ2,0.214283
ID000LXHQ25,0.282298
ID000LV7K50,0.26572199999999996
ID000BS7846,0.224845
ID000C2LX78,0.231883
ID000BHLVR8,0.208477
ID000LXHF10,0.308743
ID000BPHXS0,0.306675
ID000H8K527,0.265379
ID000BTHTW6,0.194981
ID000F93K14,0.187753
ID000BRKX02,0.288771
ID000LXHRK3,0.260314
ID000GZ1XZ2,0.358614
ID000LXHT47,0.538927
ID000LXHH16,0.549682
ID000C1XTD9,0.261077
ID000LXHNH6,0.251301
ID000HZ9450,0.21357399999999999
ID000BRP4C8,0.16865
ID000LXHL44,0.19176500000000002
ID000BP8GL4,0.275186
ID000G16MW9,0.34591
ID000K1JBZ1,0.7297779999999999
ID000G17VZ5,0.230883
ID000FZV4R3,0.327244
ID000DHJ4M4,0.23811500000000002
ID000CNBSD7,0.18501900000000002
ID000J2QSX8,0.27582399999999996
ID000FZV3G7,0.497487
ID000LXHCN3,0.313625
ID000HWKM45,0.482704
ID000H0CZF3,0.239202
ID000BVMJW7,0.630055
ID000LXHBN5,0.487662
ID000CCVYC7,0.210339
ID000CJS8Z8,0.23776599999999998
ID000CKYDB3,0.160298
ID000HC1Y35,0.276872
ID000C30Z83,0.157393
ID000BLL2B0,0.517771
ID000KGDDB6,0.429493
ID000BRJ5D1,0.262466
ID000LXHWZ6,0.21333200000000002
ID000LXG880,0.265061
ID000BSTF00,0.27870900000000004
ID000BT96B8,0.199485
ID000BC8W01,0.233382
ID000BT58Y3,0.31294299999999997
ID000BRSFQ5,0.183229
ID000BVB443,0.325569
ID000F09217,0.146243
ID000KHCNC2,0.19910999999999998
ID000BXNH74,0.48102399999999995
ID000LXG6P5,0.272514
ID000C1W4G2,0.343045
ID000D80VB6,0.277974
ID000BFVRR0,0.617805
ID000C2G0Y6,0.42800699999999997
ID000C2NHN3,0.255623
ID000C2J064,0.573276
ID000C3NRG7,0.372609
ID000BMY1G1,0.362171
ID000CCX431,0.27782199999999996
ID000BDWPJ7,0.6695810000000001
ID000CJJ6Q2,0.232064
ID001ZQNBT0,0.315779
ID000CLNMS5,0.29541300000000004
ID000BZ0KL1,0.538229
ID000H8LK50,0.5696760000000001
ID000BZ60Z4,0.238999
ID000BJK5B9,0.488858
ID000BVRS89,0.279629
ID000CL4B82,0.372979
ID000BHYSK8,0.47613900000000003
ID000C04HR4,0.20916300000000002
ID000KGTC03,0.349986
ID000C4DNY5,0.236723
ID000QQ6S78,0.210009
ID000C3VX11,0.22579200000000002
ID000BRPMD7,0.21676399999999998
ID000BDRT78,0.19132000000000002
ID000PPDM12,0.253042
ID000PPDMN8,0.274983
ID000R0F0X6,0.24037600000000003
ID000R4W096,0.278496
ID000JM7BS8,0.315822
ID000VTQRM9,0.256141
ID000BXBH59,0.120652
ID000CP4TC9,0.438274
ID003569DG9,0.9242540000000001
ID004K1M3X9,0.534561
ID003PWRLF3,0.271252
ID0045X2475,0.195705
ID001RY95Y5,0.19981600000000002
ID005PTLS66,0.24599400000000002
ID006X0TY58,0.195454
ID006X0TYS3,0.18665199999999998
ID000TPZQX0,0.238067
ID0087C7WD6,0.19251
ID001BC2YG4,0.282094
ID005Q83650,0.155924
ID000BP53L6,0.143903
ID000NKFQC2,0.114218
IDZQ00048R1,0.120821
ID000BLGLP9,0.0693687
IDZQ000R4K2,0.21516
IDZQ000X6D8,0.16395
IDZQ000Y0W9,0.07255089999999999
IDZQ000XJ04,0.100704
IDZQ000XP46,0.17874
IDZQ000XSY7,0.193796
IDZQ000Z637,0.164674
IDZQ000Y7B7,0.127471
IDZQ000Y8Q9,0.09735139999999999
IDZQ000YB91,0.123727
ID000GYHP85,0.23331999999999997
ID000BD35P6,0.162208
ID000BCCNC3,0.109645
ID000BC7ZT4,0.08370110000000001
IDZQ000YW68,0.336685
ID000C1R619,0.169319
IDZQ000Z3V3,0.14116800000000002
ID000BCDBW6,0.266227
ID000BC0QR3,0.128012
ID000BC0VR2,0.265746
ID000BC12C1,0.175681
ID000BC15X1,0.09988810000000001
ID000BC14R1,0.286517
ID000BC1801,0.160564
ID000CFWBZ4,0.187958
ID000BS4XB6,0.203302
ID000BC1DL7,0.283957
ID000TVW0H5,0.155422
ID000BZC7Y3,0.297033
ID000BC22D9,0.25107199999999996
ID000BC4VC4,0.150767
ID000BC4WR6,0.20570500000000003
ID000BC7PK5,0.11800899999999999
ID000BC5TD7,0.21124
ID000BC9821,0.06504270000000001
ID000BC9JR0,0.28386500000000003
ID000BC8494,0.15232300000000001
ID000BC9LX8,0.120727
ID000BC9P50,0.186778
ID000BC9ZX7,0.141897
ID000BP01L5,0.127413
ID000BWBBF3,0.100626
ID000BCCK93,0.187907
ID000BDXB89,0.10738199999999999
ID000BCDPP3,0.12709600000000001
ID000BC1FY8,0.0849525
IDZQ000WBV8,0.11023800000000002
ID000BCFVJ5,0.153025
ID000BCFRC1,0.168009
ID000C1M473,0.0868406
ID000BCGY80,0.134914
ID000BCGWQ4,0.316691
ID003MM9ZV9,0.44660900000000003
ID000BNKLQ9,0.173495
ID000BCD1V9,0.307128
ID000NDYF40,0.285829
ID000BC1RY2,0.149609
ID000BC7KS8,0.201706
ID000BC8CB3,0.105066
ID000DX14M8,0.15471500000000002
ID000BCB2K1,0.129361
ID000BCGJN6,0.149779
ID000BSSCW3,0.24315100000000003
ID000BCHVK1,0.18277000000000002
IDZQ0009HH7,0.146062
ID000LBJ1J8,0.19889400000000002
ID000BG5PH2,0.1077
ID000DJDXT5,0.195054
ID000BCFNY6,0.199854
ID000BCDMS7,0.136466
ID000P4MST6,0.16467
ID000C1CZV8,0.212008
ID000BHQKJ6,0.283997
ID000BC8699,0.144784
ID000DZ5L87,0.112627
ID000BF4286,0.21825300000000003
ID000BCG6V5,0.178839
ID000BCSWG2,0.305965
ID000BCQ3H7,0.22264899999999999
ID000BG6JH5,0.14571199999999998
ID000BDYXR9,0.138506
ID000BGF665,0.20636
IDZQ000PDN1,0.168189
ID000BC4T84,0.16028299999999998
ID000BLMBL8,0.12855899999999998
ID000BC2NM3,0.35496700000000003
ID000BF2Y79,0.259286
IDZQ000F3R0,0.20994899999999997
ID000BQGN92,0.28464
ID000BK1NQ2,0.302217
ID000BHPQF8,0.12054300000000001
ID000BV6341,0.157669
ID000BC3R89,0.20997800000000003
ID000GY9SJ6,0.189326
ID000DN4SB6,0.23003400000000002
ID000BC20D3,0.319385
ID000BGN3C6,0.152338
ID000M62LX6,0.159476
IDZQ000YR69,0.303492
ID000BC5SG6,0.252318
ID000BC8831,0.23433800000000002
ID000BKWWP9,0.1869
ID000C4RXC2,0.257188
ID000BKD7J2,0.160873
ID000BLNGP2,0.290078
ID000JJY241,0.25952600000000003
ID000LSR8P0,0.37385
ID000BLHSP3,0.253368
ID000BQYDK1,0.239465
ID000BRCRQ6,0.304571
ID000BHCDX1,0.321716
ID000BC6CZ9,0.144273
ID000BC6FG3,0.343395
ID000LCXYP1,0.395744
ID000BRDMH6,0.289006
ID000BR83P5,0.261382
ID000B9WTK6,0.50078
ID000BCC9Z9,0.151542
ID000BW6KG8,0.206804
ID000BC82S7,0.23182199999999997
ID000BC8W83,0.194017
ID000K26KH3,0.221835
ID000BF1421,0.296655
ID000BMZJS8,0.332708
ID000BRN3X9,0.165354
ID000BFQYN5,0.182565
ID000KYV301,0.49474399999999996
ID000CBQ7S7,0.23240300000000003
ID000CGDKG4,0.138396
ID000BHHJP2,0.22574899999999998
ID000P4T2M3,0.25557199999999997
ID000BHHD02,0.327207
ID000BFPY74,0.169061
ID0089CP4R1,0.291479
ID000NNXGX5,0.13805599999999998
ID000BSHNV2,0.540895
ID000GVXBH4,0.130388
ID000DQSMW3,0.145369
ID000BK1FW2,0.30439
ID000DSYC54,0.401941
ID000HJHCG7,0.198711
ID000BC85Z2,0.22728299999999999
ID000BLD1M9,0.245785
ID000CM6HR4,0.284919
ID000BM82C2,0.5713229999999999
ID000DQSH27,0.11866800000000001
ID000BF7ZN3,0.393048
ID000BNMG88,0.25250100000000003
ID000BWK469,0.409685
ID000BH9YB3,0.287365
ID000DD8S33,0.439622
ID000N17TD6,0.22469299999999998
ID000NDLMD9,0.34875100000000003
ID000BVTPG4,0.273851
ID000BHH9P4,0.22500900000000001
ID000BWR0K4,0.209431
ID000DQ77T3,0.366954
ID000PLT8C3,0.375666
ID000FVZXJ3,0.257903
ID000BG6184,0.33266999999999997
ID000C1LFQ8,0.24770999999999999
ID000BDX671,0.201708
ID000BVKT57,0.198452
ID000BCT8G4,0.17089000000000001
ID000J355C2,0.116899
ID000BD0QS0,0.184271
ID000BLN825,0.246042
ID000JNQL67,0.14652300000000001
ID000BKMDB7,0.20562199999999997
ID000NTBB21,0.164641
ID000D287W1,0.176816
ID000QLTYJ8,0.291035
ID000BPCVT8,0.558854
ID000BLH038,0.138003
ID000C2J4B0,0.352061
ID000D9T3K5,0.24851700000000002
ID000BDX7T5,0.179618
ID000F8N358,0.257896
ID000HQBD66,0.225448
ID000FR0C15,0.22226300000000002
ID000FH5W54,0.236564
ID000BMCHW2,0.21974000000000002
ID000PLT9Z6,0.3599
ID000C1W506,0.326336
ID000BHDWY7,0.213155
ID000BFHSL0,0.5826
ID000C3W398,0.365623
ID000FS6Z52,0.172041
ID000FVT618,0.173683
ID000DD30C9,0.265678
IDZQ00083Q9,0.333165
ID000D9VHX7,0.168986
ID000DB10C5,0.280117
ID000PPPG76,0.206736
ID000BH79M8,0.182783
ID000CLNV05,0.201772
ID000D35PX1,0.308292
ID000BWYBR5,0.228108
ID000FVT869,0.18548599999999998
ID000C1ZFY4,0.21877
ID000HNFV23,0.672876
ID000Q1F1K7,0.40326999999999996
ID000D54GG6,0.25046799999999997
ID000FKTCZ2,0.557924
ID004MDSW70,0.29180500000000004
ID000DB15J7,0.384416
ID00173Y4K5,0.439812
ID000DVB6K8,0.156341
ID000CSHL18,0.13913
ID000D9Y980,0.251247
ID007T997Z0,0.437058
ID000CRW554,0.202008
ID000FKTDZ0,0.587889
ID000BPBWC5,0.163206
ID000CSHJ86,0.140188
ID000DB3J41,0.376069
ID000C3JT69,0.243398
ID000DNS7N3,0.388178
ID000DRKY35,0.26513400000000004
ID000HGFQK9,0.440446
ID000C65TV9,0.109003
ID001LRJ8T5,0.313521
ID000CVKW22,0.232302
ID000BZ49J5,0.24588600000000002
ID000CFNNF0,0.190078
ID000CVD2Q0,0.656932
ID000F4YKT1,0.282752
ID000BSJ7R0,0.286991
ID000BFR3L4,0.280564
ID000DQYZF6,0.165363
ID000DNWPV9,0.21158600000000002
ID000DB3L64,0.509677
ID000RDDTC0,0.5455770000000001
ID000CV9H28,0.326187
ID000FKHH11,0.43153400000000003
ID000DCNJ65,0.293582
ID000DLMDZ7,0.41557700000000003
ID000BD75Y2,0.381395
ID000DFN4R8,0.344604
ID000CV9KX7,0.30096300000000004
ID000CVBVR7,0.46624799999999994
ID000FKHF33,0.550873
ID000CVBWZ6,0.464009
ID000CVBZL4,0.309141
ID000G3C1N4,0.215088
ID000H1RW80,0.29093600000000003
ID000BP6FX5,0.15681099999999998
ID000BQRVZ3,0.44684799999999997
ID000BW2KX3,0.239
ID000BZ7BK5,0.426508
ID000BJ8S87,0.352552
ID000C09SF8,0.508871
ID000GY2219,0.230883
ID000C4HQV7,0.156874
ID000BGMBP5,0.306091
ID000LBTHQ4,0.243637
ID000HC0NW8,0.27802899999999997
ID000DB3N15,0.24135500000000001
ID000D9RXN8,0.517446
ID000BFP764,0.53669
ID000D9V6Q9,0.33088
ID000CVD869,0.356626
ID0036YLP94,0.22875900000000002
ID000CVKTV7,0.346603
ID000BS7H00,0.21038099999999998
ID000CV9MB7,0.15679300000000002
ID009BSW8M9,0.47071999999999997
ID000BW3DH6,0.37919899999999995
ID000CV6PM1,0.348968
ID000DB19K7,0.243693
ID000FPCDG8,0.390509
ID000D9VB60,0.252438
ID000BFSJW6,0.44913100000000006
ID000FJ9GW1,0.269773
ID000C68PF2,0.24539299999999997
ID000BF4BS4,0.310053
ID000CMQ669,0.282507
ID000F4LC04,0.279933
ID000BHNBW4,0.558106
ID000S4D4C4,0.522879
ID000FYX2H9,0.19233699999999998
ID000BS4BP9,0.22219099999999997
ID000BFFWS6,0.258499
ID000M8MXM6,0.257813
ID000GPF2F9,0.23019299999999998
ID000NKC0M1,0.215488
ID000BH8K42,0.545077
ID000BH8YK4,0.219173
ID000NQ90D2,0.289168
ID000JY0TP3,0.26163800000000004
ID000BHD1C9,0.394495
ID000BHGVG6,0.178789
ID000NP0D18,0.251863
ID000BC0HC9,0.154684
ID000C457T5,0.380745
ID000C458N9,0.18944
ID000PH1798,0.390268
ID000P3FWB6,0.396496
ID000HYNNK8,0.131104
ID000PGW634,0.18274200000000002
ID000BS3HK2,0.523496
ID000GWNN96,0.16251400000000002
ID000NR82W6,0.20011900000000002
ID000JTYK49,0.25556100000000004
ID000BH8PG8,0.295329
ID000BH8LQ6,0.304531
ID000CVBQJ7,0.23890999999999998
ID000C0GXK3,0.169796
ID000KL47P3,0.401985
ID000D2GX28,0.430816
ID000BP1P40,0.213443
ID000GL49Z3,0.39415700000000004
ID000HTNCP8,0.166603
ID000GRWLP3,0.466085
ID000DSZYY3,0.44769799999999993
ID000BKZ5H4,0.22222600000000003
ID000J89QK2,0.225649
ID000BVCK82,0.24783899999999998
ID000BD7RV7,0.234893
ID000BLPH32,0.25616300000000003
ID000CKS297,0.15496
ID000H3GD08,0.18199200000000001
ID000BG6RC2,0.168188
ID000KHSXN1,0.167518
ID000RCH175,0.144777
ID000BN7QX5,0.187432
ID000GWB892,0.14041800000000002
ID000HFW5T9,0.145801
ID000FR0HC2,0.20098
ID000LY78R7,0.183141
ID000BKQ4G8,0.420439
ID000DSMFG8,0.271646
ID007KC9NR6,0.42715299999999995
ID000NHK5F6,0.2624
ID000DKY7X1,0.192233
ID000BHJP67,0.532706
ID000LDWNC8,0.35089899999999996
ID000L6LFP8,0.327561
ID000BGD0M2,0.30722
ID000FJ0XR9,0.22131900000000002
ID000BQ6GQ9,0.142268
ID000GYG3F7,0.377348
ID000C4H1P9,0.299732
ID000BYQZH8,0.281941
ID000H1YRQ3,0.16305799999999998
ID000BG03Z6,0.167797
ID000BYDP02,0.21057199999999998
ID000BH4SZ5,0.153476
ID000BG06Q9,0.30629
ID000BJ6RG2,0.25664699999999996
ID000GQHBZ3,0.442377
ID000BGV5C2,0.419288
ID000BF7LC6,0.35136999999999996
ID000BLN4B4,0.1709
ID000BP7WM9,0.253913
ID000BFQW31,0.27800199999999997
ID000C43N30,0.309233
ID000CHSM72,0.249256
ID000C969T9,0.24443299999999998
ID000BGMRD3,0.293537
